0,0,721,1438,-1,-1,-1,-1,-1,-1
1,0.227733,631,1258,-1,-1,-1,-1,-1,-1
2,0.734374,3407,17197,-1,-1,-1,-1,-1,-1
3,0.319478,3407,17197,-1,-1,-1,-1,-1,-1
4,0.313855,7130,20559,-1,-1,-1,-1,-1,-1
5,2.43975,12584,71069,-1,-1,-1,-1,-1,-1
6,0.077913,12584,71069,0,0.384011,3.14159,2.26032,1e+50,1.13974e+47
8,1.85662,2858,15064,2.52442e-07,0.628647,3.14159,1.94794,71552.1,172.608
7,0.161762,13933,70644,2.52442e-07,0.668649,3.14159,1.92384,71552.1,40.4239
8,0.837864,5503,28978,2.52442e-07,0.696766,3.14159,1.87259,71552.1,91.3947
9,0.338899,5503,28625,2.52881e-07,0.715962,3.14159,1.83498,71552.1,15.2814
10,0.262538,5503,28625,2.52881e-07,0.768194,3.14159,1.79532,71552.1,13.934
7,0.061892,9013,43552,2.52881e-07,0.760331,3.14159,1.81671,71552.1,10.6038
8,0.470793,5629,28865,2.52881e-07,0.774581,3.14159,1.78547,71552.1,13.8201
9,0.297827,5629,28868,5.09262e-07,0.776817,3.14159,1.77966,45230.2,6.9636
10,0.245148,5629,28868,5.09262e-07,0.802852,3.14159,1.74937,45230.2,6.85741
7,0.042638,7840,37741,5.09262e-07,0.790599,3.14159,1.77231,45230.2,6.22492
8,0.339907,5638,28864,5.09262e-07,0.802783,3.14159,1.74932,45230.2,6.85786
9,0.282707,5638,28870,5.09262e-07,0.803595,3.14159,1.74697,45230.2,6.41389
10,0.231688,5638,28870,5.09262e-07,0.816721,3.14159,1.73192,45230.2,6.36615
7,0.040084,7437,35799,5.09262e-07,0.804191,3.14159,1.75287,45230.2,5.93505
8,0.309747,5657,28928,5.09262e-07,0.815317,3.14159,1.73558,45230.2,6.36886
9,0.285292,5657,28938,5.09262e-07,0.815663,3.14159,1.73456,45230.2,6.36557
10,0.214036,5657,28938,5.09262e-07,0.823373,3.14159,1.72448,45230.2,6.33674
11,0.012383,-1,-1,-1,-1,-1,-1,-1,-1
7,0.047963,7704,37258,5.09262e-07,0.806535,3.14159,1.75189,47083.2,11.72
8,0.32417,5805,29660,0.00604941,0.820681,3.13013,1.72843,84.6304,3.63884
9,0.291636,5805,29671,0.00604941,0.820618,3.13013,1.72796,84.6304,3.63691
10,0.207708,5805,29671,0.00604941,0.82871,3.13013,1.71852,84.6304,3.60905
7,0.035413,7441,35973,0.00604941,0.815776,3.13013,1.73926,84.6304,3.70125
8,0.301567,5821,29756,0.00604941,0.827084,3.13013,1.72115,84.6304,3.61802
9,0.290994,5821,29764,0.00604941,0.826938,3.13013,1.72072,84.6304,3.61704
10,0.204444,5821,29764,0.00604941,0.832519,3.13013,1.71418,84.6304,3.59706
11,0.010274,-1,-1,-1,-1,-1,-1,-1,-1
7,0.03938,7267,35126,0.00604941,0.820271,3.12914,1.73198,93.9289,3.6829
8,0.273973,5815,29747,0.205748,0.831729,2.648,1.7157,7.53515,3.59752
9,0.285277,5815,29758,0.205748,0.831688,2.648,1.71538,7.53515,3.59659
10,0.203752,5815,29758,0.205748,0.835782,2.60156,1.71054,7.54201,3.58257
8,0.191935,5761,29522,0.205748,0.8355,2.60156,1.71106,7.54201,3.58312
12,0.071292,2579,11892,0.248292,0.841446,2.60156,1.69782,6.43427,3.55116
13,-1,0,-1,-1,-1,-1,-1,-1,-1
